变量,变量名称,一级类别,二级类别,三级类别,来源模块,代码语言,时间窗口,来源函数,输入字段,缺失值取值,衍生过程
bank_txn_income_centrelink_3rdparty_jobseeker_mean_consumption_rate_56d,政府福利收入-JobSeeker求职津贴-消费率,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近56天,third_party_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_consumption_rate(近56天) -> bank_txn_income_centrelink_3rdparty_jobseeker_mean_consumption_rate_56d
bank_txn_income_centrelink_3rdparty_jobseeker_mean_consumption_rate_7d,政府福利收入-JobSeeker求职津贴-消费率,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近7天,third_party_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_consumption_rate(近7天) -> bank_txn_income_centrelink_3rdparty_jobseeker_mean_consumption_rate_7d
bank_txn_income_centrelink_3rdparty_jobseeker_mean_consumption_rate_84d,政府福利收入-JobSeeker求职津贴-消费率,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近84天,third_party_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_consumption_rate(近84天) -> bank_txn_income_centrelink_3rdparty_jobseeker_mean_consumption_rate_84d
bank_txn_income_centrelink_3rdparty_jobseeker_median_14d,近14天政府福利收入-JobSeeker求职津贴中位数,收入能力,基础统计-中位数,收入能力-基础统计-中位数,txn_income_v1_1,Python,近14天,third_party_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_amount(近14天) -> bank_txn_income_centrelink_3rdparty_jobseeker_median_14d
bank_txn_income_centrelink_3rdparty_jobseeker_median_168d,近168天政府福利收入-JobSeeker求职津贴中位数,收入能力,基础统计-中位数,收入能力-基础统计-中位数,txn_income_v1_1,Python,近168天,third_party_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_amount(近168天) -> bank_txn_income_centrelink_3rdparty_jobseeker_median_168d
bank_txn_income_centrelink_3rdparty_jobseeker_median_182d,近182天政府福利收入-JobSeeker求职津贴中位数,收入能力,基础统计-中位数,收入能力-基础统计-中位数,txn_income_v1_1,Python,近182天,third_party_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_amount(近182天) -> bank_txn_income_centrelink_3rdparty_jobseeker_median_182d
bank_txn_income_centrelink_3rdparty_jobseeker_median_28d,近28天政府福利收入-JobSeeker求职津贴中位数,收入能力,基础统计-中位数,收入能力-基础统计-中位数,txn_income_v1_1,Python,近28天,third_party_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_amount(近28天) -> bank_txn_income_centrelink_3rdparty_jobseeker_median_28d
bank_txn_income_centrelink_3rdparty_jobseeker_median_56d,近56天政府福利收入-JobSeeker求职津贴中位数,收入能力,基础统计-中位数,收入能力-基础统计-中位数,txn_income_v1_1,Python,近56天,third_party_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_amount(近56天) -> bank_txn_income_centrelink_3rdparty_jobseeker_median_56d
bank_txn_income_centrelink_3rdparty_jobseeker_median_7d,近7天政府福利收入-JobSeeker求职津贴中位数,收入能力,基础统计-中位数,收入能力-基础统计-中位数,txn_income_v1_1,Python,近7天,third_party_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_amount(近7天) -> bank_txn_income_centrelink_3rdparty_jobseeker_median_7d
bank_txn_income_centrelink_3rdparty_jobseeker_median_84d,近84天政府福利收入-JobSeeker求职津贴中位数,收入能力,基础统计-中位数,收入能力-基础统计-中位数,txn_income_v1_1,Python,近84天,third_party_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_amount(近84天) -> bank_txn_income_centrelink_3rdparty_jobseeker_median_84d
bank_txn_income_centrelink_3rdparty_jobseeker_min_14d,近14天政府福利收入-JobSeeker求职津贴最小值,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近14天,third_party_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_amount(近14天) -> bank_txn_income_centrelink_3rdparty_jobseeker_min_14d
bank_txn_income_centrelink_3rdparty_jobseeker_min_168d,近168天政府福利收入-JobSeeker求职津贴最小值,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近168天,third_party_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_amount(近168天) -> bank_txn_income_centrelink_3rdparty_jobseeker_min_168d
bank_txn_income_centrelink_3rdparty_jobseeker_min_182d,近182天政府福利收入-JobSeeker求职津贴最小值,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近182天,third_party_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_amount(近182天) -> bank_txn_income_centrelink_3rdparty_jobseeker_min_182d
bank_txn_income_centrelink_3rdparty_jobseeker_min_28d,近28天政府福利收入-JobSeeker求职津贴最小值,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近28天,third_party_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_amount(近28天) -> bank_txn_income_centrelink_3rdparty_jobseeker_min_28d
bank_txn_income_centrelink_3rdparty_jobseeker_min_56d,近56天政府福利收入-JobSeeker求职津贴最小值,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近56天,third_party_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_amount(近56天) -> bank_txn_income_centrelink_3rdparty_jobseeker_min_56d
bank_txn_income_centrelink_3rdparty_jobseeker_min_7d,近7天政府福利收入-JobSeeker求职津贴最小值,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近7天,third_party_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_amount(近7天) -> bank_txn_income_centrelink_3rdparty_jobseeker_min_7d
bank_txn_income_centrelink_3rdparty_jobseeker_min_84d,近84天政府福利收入-JobSeeker求职津贴最小值,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近84天,third_party_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_amount(近84天) -> bank_txn_income_centrelink_3rdparty_jobseeker_min_84d
bank_txn_income_centrelink_3rdparty_jobseeker_min_consumption_rate_14d,政府福利收入-JobSeeker求职津贴-消费率,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近14天,third_party_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_consumption_rate(近14天) -> bank_txn_income_centrelink_3rdparty_jobseeker_min_consumption_rate_14d
bank_txn_income_centrelink_3rdparty_jobseeker_min_consumption_rate_168d,政府福利收入-JobSeeker求职津贴-消费率,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近168天,third_party_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_consumption_rate(近168天) -> bank_txn_income_centrelink_3rdparty_jobseeker_min_consumption_rate_168d
bank_txn_income_centrelink_3rdparty_jobseeker_min_consumption_rate_182d,政府福利收入-JobSeeker求职津贴-消费率,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近182天,third_party_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_consumption_rate(近182天) -> bank_txn_income_centrelink_3rdparty_jobseeker_min_consumption_rate_182d
bank_txn_income_centrelink_3rdparty_jobseeker_min_consumption_rate_28d,政府福利收入-JobSeeker求职津贴-消费率,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近28天,third_party_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_consumption_rate(近28天) -> bank_txn_income_centrelink_3rdparty_jobseeker_min_consumption_rate_28d
bank_txn_income_centrelink_3rdparty_jobseeker_min_consumption_rate_56d,政府福利收入-JobSeeker求职津贴-消费率,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近56天,third_party_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_consumption_rate(近56天) -> bank_txn_income_centrelink_3rdparty_jobseeker_min_consumption_rate_56d
bank_txn_income_centrelink_3rdparty_jobseeker_min_consumption_rate_7d,政府福利收入-JobSeeker求职津贴-消费率,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近7天,third_party_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_consumption_rate(近7天) -> bank_txn_income_centrelink_3rdparty_jobseeker_min_consumption_rate_7d
bank_txn_income_centrelink_3rdparty_jobseeker_min_consumption_rate_84d,政府福利收入-JobSeeker求职津贴-消费率,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近84天,third_party_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_consumption_rate(近84天) -> bank_txn_income_centrelink_3rdparty_jobseeker_min_consumption_rate_84d
bank_txn_income_centrelink_3rdparty_jobseeker_ratio_14d,政府福利收入-JobSeeker求职津贴-占该类收入比,收入能力,占比分析,收入能力-占比分析,txn_income_v1_1,Python,近14天,third_party_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> third_party_ratio(近14天) -> bank_txn_income_centrelink_3rdparty_jobseeker_ratio_14d
